mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	diminuendo_line	decrescendo_hairpin	crescendo_hairpin
49	48	125	125	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	530													
49	48	251/2	251/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	531													
49	48	126	126	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	532													
50	49	255/2	255/2	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	533	träum-												
50	49	513/4	513/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	534	-te												
50	49	257/2	257/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	535	von												
50	49	129	129	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	536	Lieb'												
50	49	130	130	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	537	um												
50	49	255/2	255/2	0.0	0	0	Dynamic	6/8	2	1	0						p											
50	49	255/2	255/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	538										85			
50	49	128	128	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	539										85			
50	49	257/2	257/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	540													
50	49	129	129	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	541										86			
50	49	259/2	259/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	542										86			
50	49	130	130	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	543													
50	49	255/2	255/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	544													
50	49	129	129	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	545													
51	50	261/2	261/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	546	Lie-												
51	50	263/2	263/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	547	-be,												
51	50	133	133	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	548	von												
51	50	261/2	261/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	549										87			
51	50	131	131	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	550										87			
51	50	263/2	263/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	551													
51	50	132	132	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	552										88			
51	50	265/2	265/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	553										88			
51	50	133	133	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	554													
51	50	261/2	261/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	555													
51	50	132	132	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	556													
52	51	267/2	267/2	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	557	ei-												
52	51	537/4	537/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	558													
52	51	269/2	269/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	559	-ner												
52	51	135	135	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	560	schö-												
52	51	543/4	543/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	561													
52	51	136	136	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	562	-nen												
52	51	267/2	267/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	563										89			
52	51	134	134	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	564										89			
52	51	269/2	269/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	565													
52	51	135	135	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	566										90			
52	51	271/2	271/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	567										90			
52	51	136	136	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	568													
52	51	267/2	267/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	569													
52	51	135	135	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	570													
53	52	273/2	273/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	571	Maid,												
53	52	139	139	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	572	von												
53	52	273/2	273/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	573										91			
53	52	137	137	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	574										91			
53	52	275/2	275/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	575													
53	52	138	138	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	576										92			
53	52	277/2	277/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	577										92			
53	52	139	139	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	578													
53	52	273/2	273/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	579													
53	52	138	138	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	580													
54	53	279/2	279/2	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	581	Her-												
54	53	561/4	561/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	582													
54	53	281/2	281/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	583	-zen												
54	53	141	141	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	584	und												
54	53	283/2	283/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	585													
54	53	142	142	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	586	von												
54	53	279/2	279/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	587										93			
54	53	140	140	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	588										93			
54	53	281/2	281/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	589													
54	53	141	141	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	590										94			
54	53	283/2	283/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	591										94			
54	53	142	142	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	592													
54	53	279/2	279/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	593													
54	53	141	141	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	594													
55	54	285/2	285/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	595	Küs-									95			
55	54	287/2	287/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	596													
55	54	144	144	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	597	-sen,												
55	54	145	145	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	598	von												
55	54	285/2	285/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	599										96			
55	54	143	143	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	600										96			
55	54	287/2	287/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	601													
55	54	144	144	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	602										97			
55	54	289/2	289/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	603										97			
55	54	145	145	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	604													
55	54	285/2	285/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	605													
55	54	144	144	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	606													
56	55	291/2	291/2	0.0	0	0	StaffText	6/8	1	1	0								(   )									
56	55	291/2	291/2	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	607	Won-		ornamentShortTrill										
56	55	585/4	585/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	608	-ne												
56	55	293/2	293/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	609	und												
56	55	147	147	0.0	3/8	3/8	StaffText	6/8	1	1	0								(   )									
56	55	147	147	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	610	Se-		ornamentShortTrill										
56	55	591/4	591/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	611													
56	55	148	148	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	612	-lig												
56	55	291/2	291/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	613										98			
56	55	146	146	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	614										98			
56	55	293/2	293/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	615													
56	55	147	147	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	616										99			
56	55	295/2	295/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	617										99			
56	55	148	148	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	618													
56	55	291/2	291/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	619													
56	55	147	147	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	620													
57	56	297/2	297/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	621	-keit,												
57	56	149	149	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	622													
57	56	299/2	299/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	623													
57	56	150	150	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	624													
57	56	301/2	301/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	625	von												
57	56	603/4	603/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	626													
57	56	151	151	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	627													
57	56	605/4	605/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	628													
57	56	297/2	297/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	629										100			
57	56	149	149	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	630										100			
57	56	299/2	299/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	631													
57	56	150	150	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	632										101			
57	56	301/2	301/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	633										101			
57	56	151	151	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	634													
57	56	297/2	297/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	635													
57	56	150	150	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	636													
58	57	303/2	303/2	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	637	Won-												
58	57	609/4	609/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	638	-ne												
58	57	305/2	305/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	639	und												
58	57	153	153	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	640	Se-												
58	57	307/2	307/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	641													
58	57	615/4	615/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	642													
58	57	154	154	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	643	-lig-												
58	57	303/2	303/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	644										102			
58	57	152	152	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	645										102			
58	57	305/2	305/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	646													
58	57	153	153	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	647										103			
58	57	307/2	307/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	648										103			
58	57	154	154	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	649													
58	57	303/2	303/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	650													
58	57	153	153	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	651													
59	58	309/2	309/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	652	-keit.												
59	58	157	157	0.0	5/8	5/8	Dynamic	6/8	1	1	0						mf											
59	58	157	157	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	653	Und												
59	58	309/2	309/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	654										104			
59	58	155	155	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	655										104			
59	58	311/2	311/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	656													
59	58	156	156	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	657													
59	58	309/2	309/2	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	658													
59	58	309/2	309/2	1.5	0	0	Chord	6/8	3	1	3/8		1/4	3/2	659													
59	58	156	156	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	660													
60	59	315/2	315/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	661	als												
60	59	317/2	317/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	662	die												
60	59	159	159	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	663	Häh-												
60	59	160	160	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	664	-ne												
60	59	315/2	315/2	0.0	0	0	Dynamic	6/8	2	1	0						mf											
60	59	315/2	315/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	665													
60	59	159	159	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	666													
60	59	315/2	315/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	667													
60	59	159	159	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	668													
61	60	321/2	321/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	669	kräh-												
61	60	323/2	323/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	670	-ten,												
61	60	163	163	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	671	da												
61	60	321/2	321/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	672													
61	60	323/2	323/2	0.0	1/4	1/4	Spanner	6/8	2	1	0																6	
61	60	323/2	323/2	0.16666666666666666	1/4	1/4	Chord	6/8	2	1	1/24		1/16	2/3	673												6	
61	60	485/3	485/3	0.0	7/24	7/24	Spanner	6/8	2	1	0																	
61	60	485/3	485/3	0.16666666666666666	7/24	7/24	Chord	6/8	2	1	1/24		1/16	2/3	674													
61	60	971/6	971/6	0.16666666666666666	1/3	1/3	Chord	6/8	2	1	1/24		1/16	2/3	675													
61	60	162	162	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	676													
61	60	321/2	321/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	677													
61	60	323/2	323/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	678													
61	60	162	162	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	679													
62	61	327/2	327/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	680	ward												
62	61	329/2	329/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	681	mein												
62	61	165	165	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	682	Her-												
62	61	663/4	663/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	683													
62	61	166	166	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	684	-ze												
62	61	327/2	327/2	0.0	0	0	Dynamic	6/8	2	1	0						p											
62	61	327/2	327/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	685													
62	61	165	165	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	686													
62	61	327/2	327/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	687													
62	61	165	165	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	688													
63	62	333/2	333/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	689	wach,												
63	62	169	169	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	690	nun												
63	62	333/2	333/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	691													
63	62	335/2	335/2	0.0	1/4	1/4	Spanner	6/8	2	1	0																7	
63	62	335/2	335/2	0.16666666666666666	1/4	1/4	Chord	6/8	2	1	1/24		1/16	2/3	692												7	
63	62	503/3	503/3	0.0	7/24	7/24	Spanner	6/8	2	1	0																	
63	62	503/3	503/3	0.16666666666666666	7/24	7/24	Chord	6/8	2	1	1/24		1/16	2/3	693													
63	62	1007/6	1007/6	0.16666666666666666	1/3	1/3	Chord	6/8	2	1	1/24		1/16	2/3	694													
63	62	168	168	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	695													
63	62	333/2	333/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	696													
63	62	335/2	335/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	697													
63	62	168	168	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	698													
64	63	339/2	339/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	699	sitz'												
64	63	341/2	341/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	700	ich												
64	63	171	171	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	701	hier												
64	63	172	172	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	702	al-												
64	63	339/2	339/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	703													
64	63	171	171	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	704													
64	63	339/2	339/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	705													
64	63	171	171	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	706													
65	64	345/2	345/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	707	-lei-												
65	64	347/2	347/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	708	-ne												
65	64	175	175	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	709	und												
65	64	345/2	345/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	710													
65	64	347/2	347/2	0.0	1/4	1/4	Spanner	6/8	2	1	0																8	
65	64	347/2	347/2	0.16666666666666666	1/4	1/4	Chord	6/8	2	1	1/24		1/16	2/3	711												8	
65	64	521/3	521/3	0.0	7/24	7/24	Spanner	6/8	2	1	0																	
65	64	521/3	521/3	0.16666666666666666	7/24	7/24	Chord	6/8	2	1	1/24		1/16	2/3	712													
65	64	1043/6	1043/6	0.16666666666666666	1/3	1/3	Chord	6/8	2	1	1/24		1/16	2/3	713													
65	64	174	174	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	714													
65	64	175	175	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	715													
65	64	345/2	345/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	716													
65	64	347/2	347/2	0.0	1/4	1/4	Dynamic	6/8	3	1	0						f											
65	64	347/2	347/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	717										105			
65	64	174	174	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	718													
65	64	175	175	0.0	5/8	5/8	Dynamic	6/8	3	1	0						ff											
65	64	175	175	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	719													
66	65	351/2	351/2	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	720	den-												
66	65	705/4	705/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	721	-ke												
66	65	353/2	353/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	722	dem												
66	65	177	177	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	723	trau-												
66	65	178	178	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	724	-me												
66	65	351/2	351/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	725													
66	65	177	177	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	726													
66	65	351/2	351/2	1.0	0	0	Chord	6/8	3	1	1/4		1/4	1	727													
66	65	177	177	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	728													
67	66	357/2	357/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	729	nach,												
67	66	181	181	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	730	nun												
67	66	357/2	357/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	731													
67	66	359/2	359/2	0.0	1/4	1/4	Dynamic	6/8	2	1	0						fz											
67	66	359/2	359/2	0.0	1/4	1/4	Spanner	6/8	2	1	0																9	
67	66	359/2	359/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	732												9	
67	66	180	180	0.0	3/8	3/8	Spanner	6/8	2	1	0																	
67	66	180	180	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	733													
67	66	357/2	357/2	0.25	0	0	Chord	6/8	3	1	1/16		1/16	1	734													
67	66	715/4	715/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16		1/16	1	735													
67	66	179	179	0.25	1/8	1/8	Chord	6/8	3	1	1/16		1/16	1	736													
67	66	717/4	717/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16		1/16	1	737													
67	66	359/2	359/2	0.25	1/4	1/4	Chord	6/8	3	1	1/16		1/16	1	738													
67	66	719/4	719/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16		1/16	1	739													
67	66	180	180	0.25	3/8	3/8	Chord	6/8	3	1	1/16		1/16	1	740													
67	66	721/4	721/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16		1/16	1	741													
67	66	361/2	361/2	0.25	1/2	1/2	Chord	6/8	3	1	1/16		1/16	1	742													
67	66	723/4	723/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16		1/16	1	743													
67	66	181	181	0.25	5/8	5/8	Chord	6/8	3	1	1/16		1/16	1	744													
67	66	725/4	725/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16		1/16	1	745													
68	67	363/2	363/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	746	sitz'												
68	67	365/2	365/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	747	ich												
68	67	183	183	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	748	hier												
68	67	184	184	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	749	al-												
68	67	363/2	363/2	0.0	0	0	Dynamic	6/8	2	1	0						p											
68	67	363/2	363/2	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	750										106			
68	67	363/2	363/2	0.25	0	0	Chord	6/8	3	1	1/16		1/16	1	751													
68	67	727/4	727/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16		1/16	1	752													
68	67	182	182	0.25	1/8	1/8	Chord	6/8	3	1	1/16		1/16	1	753													
68	67	729/4	729/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16		1/16	1	754													
68	67	365/2	365/2	0.25	1/4	1/4	Chord	6/8	3	1	1/16		1/16	1	755													
68	67	731/4	731/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16		1/16	1	756													
68	67	183	183	0.25	3/8	3/8	Chord	6/8	3	1	1/16		1/16	1	757													
68	67	733/4	733/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16		1/16	1	758													
68	67	367/2	367/2	0.25	1/2	1/2	Chord	6/8	3	1	1/16		1/16	1	759													
68	67	735/4	735/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16		1/16	1	760													
68	67	184	184	0.25	5/8	5/8	Chord	6/8	3	1	1/16		1/16	1	761													
68	67	737/4	737/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16		1/16	1	762													
69	68	369/2	369/2	0.0	0	0	Chord	6/8	1	1	0	appoggiatura	1/8	1	763													
69	68	369/2	369/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	764	-lei-												
69	68	371/2	371/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	765	-ne												
69	68	187	187	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	766	und												
69	68	369/2	369/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	767													
69	68	371/2	371/2	0.0	1/4	1/4	Dynamic	6/8	2	1	0						fz											
69	68	371/2	371/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	768													
69	68	186	186	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	769													
69	68	369/2	369/2	0.25	0	0	Chord	6/8	3	1	1/16		1/16	1	770													
69	68	739/4	739/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16		1/16	1	771													
69	68	185	185	0.25	1/8	1/8	Chord	6/8	3	1	1/16		1/16	1	772													
69	68	741/4	741/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16		1/16	1	773													
69	68	371/2	371/2	0.25	1/4	1/4	Chord	6/8	3	1	1/16		1/16	1	774													
69	68	743/4	743/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16		1/16	1	775													
69	68	186	186	0.25	3/8	3/8	Chord	6/8	3	1	1/16		1/16	1	776													
69	68	745/4	745/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16		1/16	1	777													
69	68	373/2	373/2	0.25	1/2	1/2	Chord	6/8	3	1	1/16		1/16	1	778													
69	68	747/4	747/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16		1/16	1	779													
69	68	187	187	0.25	5/8	5/8	Chord	6/8	3	1	1/16		1/16	1	780													
69	68	749/4	749/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16		1/16	1	781													
70	69	375/2	375/2	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	782	den-												
70	69	753/4	753/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	783	-ke												
70	69	377/2	377/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	784	dem												
70	69	189	189	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	785	trau-												
70	69	190	190	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	786	-me												
70	69	375/2	375/2	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	787													
70	69	375/2	375/2	0.0	0	0	Dynamic	6/8	3	1	0						f											
70	69	375/2	375/2	0.25	0	0	Chord	6/8	3	1	1/16		1/16	1	788													
70	69	751/4	751/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16		1/16	1	789													
70	69	188	188	0.25	1/8	1/8	Chord	6/8	3	1	1/16		1/16	1	790													
70	69	753/4	753/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16		1/16	1	791													
70	69	377/2	377/2	0.25	1/4	1/4	Chord	6/8	3	1	1/16		1/16	1	792													
70	69	755/4	755/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16		1/16	1	793													
70	69	189	189	0.25	3/8	3/8	Chord	6/8	3	1	1/16		1/16	1	794													
70	69	757/4	757/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16		1/16	1	795													
70	69	379/2	379/2	0.25	1/2	1/2	Chord	6/8	3	1	1/16		1/16	1	796													
70	69	759/4	759/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16		1/16	1	797													
70	69	190	190	0.25	5/8	5/8	Chord	6/8	3	1	1/16		1/16	1	798													
70	69	761/4	761/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16		1/16	1	799													
